final_value,Method
236309.816475412,bootstrap
205973.71127597717,bootstrap
326475.60105248383,bootstrap
265436.9209834346,bootstrap
176938.22812079987,bootstrap
309051.2329923797,bootstrap
306012.8402923616,bootstrap
510436.86087542615,bootstrap
252126.7920785971,bootstrap
243135.17481616227,bootstrap
305113.2294532401,bootstrap
313547.2778547762,bootstrap
269800.87564603554,bootstrap
214865.00902136977,bootstrap
202925.3097201353,bootstrap
281650.3265392467,bootstrap
299534.3952676133,bootstrap
312779.1892617354,bootstrap
279715.4669973396,bootstrap
233512.50737536672,bootstrap
306237.5799436231,bootstrap
334864.0830839711,bootstrap
249129.04322757648,bootstrap
269049.96536808385,bootstrap
256278.6341499537,bootstrap
287342.0305829274,bootstrap
262190.8668882458,bootstrap
169714.33468001094,bootstrap
248411.9300926653,bootstrap
240114.89832567144,bootstrap
229556.24227576848,bootstrap
291434.60851705057,bootstrap
251845.22556521877,bootstrap
299096.8082082293,bootstrap
302066.62569842907,bootstrap
256555.53097034263,bootstrap
409375.8330508079,bootstrap
236025.58387908287,bootstrap
330554.4051704582,bootstrap
239420.04218247216,bootstrap
393912.8168721139,bootstrap
256741.9541596525,bootstrap
279469.68949556083,bootstrap
252084.5590233557,bootstrap
261269.8061404845,bootstrap
244373.10510861545,bootstrap
283848.3613861146,bootstrap
275350.8282409045,bootstrap
312698.6499029332,bootstrap
223295.06487189425,bootstrap
404472.3054072754,bootstrap
294201.0019872756,bootstrap
289606.1811362734,bootstrap
302996.72088372183,bootstrap
329721.0785420428,bootstrap
196196.56034619547,bootstrap
328051.89552421775,bootstrap
197600.3564423553,bootstrap
286466.4498552343,bootstrap
261547.94993753813,bootstrap
214297.82328652608,bootstrap
298068.30104500696,bootstrap
366862.5762856458,bootstrap
278337.4614819967,bootstrap
219867.1906526397,bootstrap
363628.26345130015,bootstrap
308440.21227472887,bootstrap
272185.65684751794,bootstrap
321154.8339471052,bootstrap
290412.6824469977,bootstrap
232499.14869270407,bootstrap
299934.8587893725,bootstrap
360769.68647042336,bootstrap
284661.0295447831,bootstrap
229102.06169589105,bootstrap
236921.1153647404,bootstrap
357270.743568927,bootstrap
226510.98211771675,bootstrap
226073.8042299447,bootstrap
307824.4845442341,bootstrap
369114.04531571874,bootstrap
298264.7315033205,bootstrap
324886.845662231,bootstrap
346014.1912459196,bootstrap
418125.6241552114,bootstrap
390510.6235235707,bootstrap
267692.1623881622,bootstrap
391177.09403769847,bootstrap
326157.3186520319,bootstrap
442688.6260866111,bootstrap
290059.38976743864,bootstrap
366760.9781093288,bootstrap
288928.8303556507,bootstrap
294567.3351318544,bootstrap
304458.7104018531,bootstrap
266156.24948596105,bootstrap
409078.19480714,bootstrap
251351.18094960696,bootstrap
318819.1582214591,bootstrap
489281.1054442991,bootstrap
284260.50675016874,bootstrap
307976.3498174704,bootstrap
260684.7746589366,bootstrap
160131.69978863758,bootstrap
214766.82072121088,bootstrap
256366.44053255103,bootstrap
241169.6118315104,bootstrap
227700.13933228355,bootstrap
413294.8946699804,bootstrap
330500.0799886024,bootstrap
262579.34091561043,bootstrap
266626.56244809495,bootstrap
232423.9811539188,bootstrap
221338.0509467872,bootstrap
394983.417072784,bootstrap
271280.24722325784,bootstrap
345622.0879959474,bootstrap
382926.3896448365,bootstrap
230846.9555199704,bootstrap
306127.1712059819,bootstrap
277513.34648288466,bootstrap
268776.8597145066,bootstrap
387006.3101945538,bootstrap
351752.7486458963,bootstrap
362612.0584934459,bootstrap
214704.7663225449,bootstrap
433035.7724338392,bootstrap
280461.22068852454,bootstrap
286488.0155666045,bootstrap
343293.6234873508,bootstrap
283959.13863624306,bootstrap
303994.7201592795,bootstrap
389175.3284541931,bootstrap
274260.18469224154,bootstrap
307363.6094388677,bootstrap
261409.52186289587,bootstrap
345474.51856530725,bootstrap
345550.1707111564,bootstrap
233396.47646822108,bootstrap
171507.5713585968,bootstrap
308577.747405267,bootstrap
240729.07911781143,bootstrap
421274.844180055,bootstrap
236949.28543486615,bootstrap
391504.0297702738,bootstrap
278923.7223210711,bootstrap
289988.71473401936,bootstrap
340079.1026471144,bootstrap
465868.57661207137,bootstrap
282681.43508173217,bootstrap
243180.00939825547,bootstrap
344860.1338462756,bootstrap
314178.08018354274,bootstrap
263638.0454840242,bootstrap
475017.0772888223,bootstrap
378392.4574302844,bootstrap
336583.23097088374,bootstrap
188489.6484558004,bootstrap
260776.1525578184,bootstrap
279680.27695544506,bootstrap
271965.9386929546,bootstrap
274223.80789791414,bootstrap
251406.9861614803,bootstrap
193566.5179475972,bootstrap
372380.5468077069,bootstrap
384943.9671381999,bootstrap
318792.9914734109,bootstrap
214842.73899502537,bootstrap
339537.85127303493,bootstrap
285353.99389376165,bootstrap
182553.96939248036,bootstrap
261971.41063278023,bootstrap
366721.39775348606,bootstrap
342588.39780544123,bootstrap
271557.69637246325,bootstrap
451696.6677846314,bootstrap
359775.3709951543,bootstrap
338299.3886957045,bootstrap
378619.9539113711,bootstrap
272847.77851571614,bootstrap
291426.1133645857,bootstrap
303472.92252398335,bootstrap
214680.373845387,bootstrap
319358.4691913557,bootstrap
258438.1037428673,bootstrap
291692.65507769963,bootstrap
367752.1219155972,bootstrap
280279.7500923007,bootstrap
289328.4698529126,bootstrap
304173.5951638807,bootstrap
300831.787836116,bootstrap
248207.32412697357,bootstrap
349683.87114178453,bootstrap
290099.324714764,bootstrap
325506.5092160536,bootstrap
238617.81058386588,bootstrap
298087.8470758667,bootstrap
232579.2684576616,bootstrap
232721.28694820945,bootstrap
228214.1307173556,bootstrap
432026.9185572059,bootstrap
218011.74924509868,bootstrap
307214.3632582055,bootstrap
288632.1075436486,bootstrap
301568.0819586856,bootstrap
364569.7967628704,bootstrap
200844.6560940348,bootstrap
306126.25769687456,bootstrap
368985.2660109538,bootstrap
202370.68707066812,bootstrap
222898.4872374295,bootstrap
455765.4930532821,bootstrap
241861.56765926068,bootstrap
294358.1996572496,bootstrap
250880.76385642972,bootstrap
254508.77814495275,bootstrap
360303.8663249856,bootstrap
418635.8826437391,bootstrap
271059.37879006384,bootstrap
400010.0837579068,bootstrap
341616.0577387536,bootstrap
328938.0420637044,bootstrap
222151.74528426057,bootstrap
295416.5444759995,bootstrap
172449.59579254678,bootstrap
378399.2528935222,bootstrap
249022.8071309116,bootstrap
424600.0634496161,bootstrap
386934.1246267987,bootstrap
248916.75215180445,bootstrap
255061.59024269617,bootstrap
443083.542337337,bootstrap
307079.2278461157,bootstrap
211086.40901591803,bootstrap
487595.932499346,bootstrap
264703.56197960686,bootstrap
276859.49430946884,bootstrap
272052.2670353576,bootstrap
381356.7505329827,bootstrap
195259.94312737725,bootstrap
256713.41893899543,bootstrap
332357.2510382415,bootstrap
262523.18342068844,bootstrap
424321.8741027279,bootstrap
245137.42296832945,bootstrap
286107.01512659306,bootstrap
232890.94286088808,bootstrap
344104.1707777343,bootstrap
250132.17935023512,bootstrap
374206.9132645696,bootstrap
223752.6306759567,bootstrap
327823.90735216567,bootstrap
436228.4741698651,bootstrap
275935.21071092447,bootstrap
194912.52581263045,bootstrap
277987.3063769677,bootstrap
527239.2282759171,bootstrap
360695.6512957063,bootstrap
491388.2924755614,bootstrap
516419.7530427464,bootstrap
297902.44546981045,bootstrap
304285.8510984062,bootstrap
220258.4456996961,bootstrap
318980.97917417315,bootstrap
305762.67006005003,bootstrap
350095.02286619163,bootstrap
193098.62478775711,bootstrap
357083.9214083246,bootstrap
358781.568324423,bootstrap
244558.24472323057,bootstrap
432500.056898078,bootstrap
170930.2369045604,bootstrap
350142.25356654124,bootstrap
293901.4591712113,bootstrap
171985.70048715867,bootstrap
334759.9931918174,bootstrap
260151.91552023537,bootstrap
616577.9037020497,bootstrap
306493.9673210932,bootstrap
256695.030412302,bootstrap
238866.6162908951,bootstrap
292063.9188462965,bootstrap
368134.9169495795,bootstrap
218971.00125092332,bootstrap
327399.10442545457,bootstrap
230723.9658490097,bootstrap
251888.86497627813,bootstrap
322408.9902350674,bootstrap
306875.7923187225,bootstrap
428925.7445366012,bootstrap
264954.79080814647,bootstrap
241436.50721216825,bootstrap
450036.6850429588,bootstrap
346650.96857355547,bootstrap
378531.37890414783,bootstrap
371874.9781990247,bootstrap
286713.64074864425,bootstrap
278414.4674841062,bootstrap
236365.1635229421,bootstrap
339661.69735714974,bootstrap
282658.1356267815,bootstrap
225732.7053486477,bootstrap
240429.7957941035,bootstrap
305232.93330698553,bootstrap
272969.05318149354,bootstrap
421089.024513718,bootstrap
200218.47921971307,bootstrap
266714.965416043,bootstrap
254519.23064868947,bootstrap
267308.98618669383,bootstrap
260457.96654445495,bootstrap
340682.6047191291,bootstrap
277454.2930680365,bootstrap
397064.1758634178,bootstrap
339908.82206283574,bootstrap
351907.05342545646,bootstrap
217738.99461798015,bootstrap
390943.34575890255,bootstrap
218958.27844506316,bootstrap
264337.3469530309,bootstrap
252250.2104675285,bootstrap
296439.46838559024,bootstrap
231299.7718656146,bootstrap
321375.7291132384,bootstrap
282353.2374357127,bootstrap
226733.05695067637,bootstrap
203361.75594917333,bootstrap
281521.3520585626,bootstrap
156878.19189372245,bootstrap
368036.32044836826,bootstrap
212887.38576699325,bootstrap
287232.18014926126,bootstrap
379531.9036286412,bootstrap
397648.747694996,bootstrap
213216.31208731356,bootstrap
253621.23091239505,bootstrap
321165.3247184225,bootstrap
254818.1276450753,bootstrap
278453.72138458915,bootstrap
307254.68383375165,bootstrap
350517.5356273935,bootstrap
263913.2851451961,bootstrap
275687.4708194864,bootstrap
168550.46579128894,bootstrap
193220.0741494942,bootstrap
282304.449761157,bootstrap
268785.60703823686,bootstrap
368051.8863279117,bootstrap
201636.54661148248,bootstrap
261429.9454715697,bootstrap
273678.09784184163,bootstrap
401114.28919816186,bootstrap
330328.6727745212,bootstrap
350516.77478178433,bootstrap
168398.22410152687,bootstrap
280681.55926788814,bootstrap
336422.1982753614,bootstrap
373019.4980198263,bootstrap
270586.8034586733,bootstrap
263316.0031980747,bootstrap
322641.2202259824,bootstrap
489272.8647998221,bootstrap
240883.73667263184,bootstrap
234814.03401676216,bootstrap
263215.8704807937,bootstrap
181555.4720310294,bootstrap
237896.83890397573,bootstrap
188606.49673423645,bootstrap
264699.1488554481,bootstrap
357049.5894871385,bootstrap
420045.5728602348,bootstrap
243577.0376291988,bootstrap
250749.03820718048,bootstrap
408360.7527372301,bootstrap
305739.55381445395,bootstrap
219301.5301694825,bootstrap
324972.81147944444,bootstrap
272780.26662089827,bootstrap
266246.5401112686,bootstrap
504180.88877328497,bootstrap
247084.10808102283,bootstrap
311540.6169881974,bootstrap
286075.2038451935,bootstrap
260268.86186667276,bootstrap
207158.7960366645,bootstrap
427604.4020441882,bootstrap
287222.9364259737,bootstrap
315494.4157639486,bootstrap
284784.7488266996,bootstrap
318072.07310602703,bootstrap
367034.3769887846,bootstrap
244933.94408555652,bootstrap
287921.7613075037,bootstrap
214406.4067095305,bootstrap
229997.8536817432,bootstrap
400783.4614917057,bootstrap
226018.7517282297,bootstrap
473166.3313718311,bootstrap
249930.15008873693,bootstrap
263028.3430714077,bootstrap
270919.0444546183,bootstrap
232419.7301698381,bootstrap
315460.1986585421,bootstrap
335796.48620883666,bootstrap
286775.4039414841,bootstrap
286898.4004102182,bootstrap
363011.2026803545,bootstrap
256848.04476550056,bootstrap
264002.6733792069,bootstrap
287894.1351755403,bootstrap
279628.3861539104,bootstrap
347664.53014794725,bootstrap
428564.57711107365,bootstrap
247445.52353440676,bootstrap
323726.68526577373,bootstrap
454125.4456719697,bootstrap
346099.25166554947,bootstrap
244446.790422064,bootstrap
325240.60867000965,bootstrap
230242.83931198835,bootstrap
403503.6900668328,bootstrap
294934.7366799712,bootstrap
337027.9907961573,bootstrap
276658.9741205644,bootstrap
307915.74519608566,bootstrap
263779.2795682827,bootstrap
278658.9527452244,bootstrap
275328.0523630091,bootstrap
242385.12243185667,bootstrap
247387.68005160836,bootstrap
276712.9847972071,bootstrap
301360.87974424555,bootstrap
335567.50935791654,bootstrap
332313.1374557347,bootstrap
284339.79749122297,bootstrap
324250.0384242581,bootstrap
390667.3545609885,bootstrap
386521.7095789664,bootstrap
238920.75571205947,bootstrap
196250.8650251009,bootstrap
372047.0302593923,bootstrap
368985.23407875246,bootstrap
279274.9975727884,bootstrap
291927.24025464646,bootstrap
257804.0075911017,bootstrap
172800.88010918818,bootstrap
276020.78588071006,bootstrap
262961.3455206606,bootstrap
399460.9959785001,bootstrap
298413.0522143663,bootstrap
217887.78849357332,bootstrap
257693.2849742472,bootstrap
161111.86310754882,bootstrap
231604.07248924032,bootstrap
205418.385583846,bootstrap
329037.31315938686,bootstrap
373600.2075569384,bootstrap
190718.12055176272,bootstrap
345263.16137767344,bootstrap
253321.50802232983,bootstrap
214777.9196312118,bootstrap
255973.3900100584,bootstrap
163976.17328026437,bootstrap
348250.87098327203,bootstrap
306971.1066549096,bootstrap
397999.8929329177,bootstrap
393755.846557426,bootstrap
370506.5675100394,bootstrap
226690.3791208323,bootstrap
267397.39061100216,bootstrap
324234.4655740805,bootstrap
312500.9623853307,bootstrap
450217.52348065306,bootstrap
305934.29382091813,bootstrap
294158.8426118195,bootstrap
223877.18168841707,bootstrap
253601.7740620149,bootstrap
278059.2508450907,bootstrap
476988.7686144314,bootstrap
229764.5825166564,bootstrap
282271.24439709523,bootstrap
348492.942393846,bootstrap
255214.95109647812,bootstrap
366921.8389121806,bootstrap
259231.19294587892,bootstrap
239531.5452267104,bootstrap
217921.1212569454,bootstrap
364214.9206281166,bootstrap
371007.2559095874,bootstrap
247140.73452884544,bootstrap
249292.5717489088,bootstrap
333264.81486023514,bootstrap
280335.0681661499,bootstrap
271467.87965510075,bootstrap
280695.0605631368,bootstrap
274318.53121722967,bootstrap
255793.42040977327,bootstrap
248905.17599642463,bootstrap
243653.10014121712,bootstrap
241575.6241883332,bootstrap
340216.3032761962,bootstrap
270701.84638039547,bootstrap
365119.83098808414,bootstrap
321937.0883374635,bootstrap
277677.5244420886,bootstrap
200723.33424807657,bootstrap
292310.89275047195,bootstrap
284869.3556263287,bootstrap
209833.9921208128,bootstrap
305128.07608020114,bootstrap
240277.0172482535,bootstrap
